No.,Time,Source,Destination,Protocol,Length,Type,Duration,,,Total Duration
45354,1951.807805,147.32.83.230,10.8.0.117,TCP,52,in,0.257843 ,,,
45355,1955.453259,147.32.83.230,10.8.0.117,HTTP,363,in,3.645454 ,,,
45356,1955.454776,10.8.0.117,147.32.83.230,TCP,52,out,0.001517 ,,,
45357,1955.458966,10.8.0.117,147.32.83.230,HTTP,345,out,0.004190 ,,,
45358,1955.459022,10.8.0.117,147.32.83.230,TCP,60,out,0.000056 ,,,
45359,1955.4594,147.32.83.230,10.8.0.117,TCP,60,in,0.000378 ,,,
45360,1955.460272,10.8.0.117,147.32.83.230,TCP,52,out,0.000872 ,,,
45361,1955.460776,10.8.0.117,147.32.83.230,HTTP,379,out,0.000504 ,,,
45362,1955.465603,147.32.83.230,10.8.0.117,HTTP,265,in,0.004827 ,,,
45363,1955.468234,10.8.0.117,147.32.83.230,HTTP,345,out,0.002631 ,,,
45364,1955.47602,147.32.83.230,10.8.0.117,HTTP,181,in,0.007786 ,,,
45365,1955.477163,10.8.0.117,147.32.83.230,TCP,52,out,0.001143 ,,,
45366,1955.478021,10.8.0.117,147.32.83.230,WebSocket,64,out,0.000858 ,,,
45367,1955.483607,147.32.83.230,10.8.0.117,WebSocket,60,in,0.005586 ,,,
45368,1955.524019,10.8.0.117,147.32.83.230,TCP,52,out,0.040412 ,,,
45369,1955.58633,147.32.83.230,10.8.0.117,HTTP,264,in,0.062311 ,,,
45370,1955.588525,10.8.0.117,147.32.83.230,WebSocket,59,out,0.002195 ,,,
45371,1955.624144,10.8.0.117,147.32.83.230,TCP,52,out,0.035619 ,,,
45375,1955.792032,10.8.0.117,147.32.83.230,TCP,59,out,0.167888 ,,,
45376,1955.792471,147.32.83.230,10.8.0.117,TCP,64,in,0.000439 ,,,
45386,1980.500888,10.8.0.117,147.32.83.230,WebSocket,59,out,24.708417 ,,,
45387,1980.713375,147.32.83.230,10.8.0.117,TCP,52,in,0.212487 ,,,
45388,1980.788706,147.32.83.230,10.8.0.117,WebSocket,55,in,0.075331 ,,,
45389,1980.789939,10.8.0.117,147.32.83.230,TCP,52,out,0.001233 ,,,
45390,2005.493985,147.32.83.230,10.8.0.117,WebSocket,85,in,24.704046 ,,,
45391,2005.495552,10.8.0.117,147.32.83.230,TCP,52,out,0.001567 ,,,
45392,2005.498929,10.8.0.117,147.32.83.230,WebSocket,116,out,0.003377 ,,,
45397,2005.702568,147.32.83.230,10.8.0.117,TCP,52,in,0.203639 ,,,
45398,2005.82919,10.8.0.117,147.32.83.230,WebSocket,59,out,0.126622 ,,,
45399,2005.829995,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000805 ,,,
45400,2005.977574,10.8.0.117,147.32.83.230,TCP,52,out,0.147579 ,,,
45511,2031.123878,10.8.0.117,147.32.83.230,WebSocket,59,out,25.146304 ,,,
45512,2031.320387,147.32.83.230,10.8.0.117,TCP,52,in,0.196509 ,,,
45513,2039.425282,147.32.83.230,10.8.0.117,WebSocket,55,in,8.104895 ,,,
45514,2039.426406,10.8.0.117,147.32.83.230,TCP,52,out,0.001124 ,,,
45515,2064.468454,10.8.0.117,147.32.83.230,WebSocket,59,out,25.042048 ,,,
45516,2064.675648,147.32.83.230,10.8.0.117,TCP,52,in,0.207194 ,,,
45517,2075.587354,147.32.83.230,10.8.0.117,TCP,52,in,10.911706 ,,,
45518,2075.625487,10.8.0.117,147.32.83.230,TCP,52,out,0.038133 ,,,
45519,2086.881686,147.32.83.230,10.8.0.117,WebSocket,55,in,11.256199 ,,,
45520,2086.882783,10.8.0.117,147.32.83.230,TCP,52,out,0.001097 ,,,
45526,2111.923954,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041171 ,,,
45527,2112.120598,147.32.83.230,10.8.0.117,TCP,52,in,0.196644 ,,,
45528,2113.489476,147.32.83.230,10.8.0.117,WebSocket,55,in,1.368878 ,,,
45529,2113.491163,10.8.0.117,147.32.83.230,TCP,52,out,0.001687 ,,,
45541,2138.532768,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041605 ,,,
45542,2138.730732,147.32.83.230,10.8.0.117,TCP,52,in,0.197964 ,,,
45543,2141.531451,147.32.83.230,10.8.0.117,WebSocket,55,in,2.800719 ,,,
45544,2141.532848,10.8.0.117,147.32.83.230,TCP,52,out,0.001397 ,,,
45545,2166.62897,10.8.0.117,147.32.83.230,WebSocket,59,out,25.096122 ,,,
45546,2166.630394,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001424 ,,,
45547,2166.632613,10.8.0.117,147.32.83.230,TCP,52,out,0.002219 ,,,
45548,2191.675398,10.8.0.117,147.32.83.230,WebSocket,59,out,25.042785 ,,,
45549,2191.882998,147.32.83.230,10.8.0.117,TCP,52,in,0.207600 ,,,
45550,2201.189289,147.32.83.230,10.8.0.117,WebSocket,55,in,9.306291 ,,,
45551,2201.191058,10.8.0.117,147.32.83.230,TCP,52,out,0.001769 ,,,
45556,2226.232272,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041214 ,,,
45557,2226.246157,147.32.83.230,10.8.0.117,WebSocket,55,in,0.013885 ,,,
45558,2226.247773,10.8.0.117,147.32.83.230,TCP,52,out,0.001616 ,,,
45565,2251.289275,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041502 ,,,
45566,2251.520213,147.32.83.230,10.8.0.117,TCP,52,in,0.230938 ,,,
45567,2255.631926,10.8.0.117,147.32.83.230,TCP,52,out,4.111713 ,,,
45568,2255.895636,10.8.0.117,147.32.83.230,TCP,52,out,0.263710 ,,,
45569,2256.19159,10.8.0.117,147.32.83.230,TCP,52,out,0.295954 ,,,
45570,2256.780049,147.32.83.230,10.8.0.117,WebSocket,55,in,0.588459 ,,,
45571,2256.781508,10.8.0.117,147.32.83.230,TCP,52,out,0.001459 ,,,
45572,2256.784081,10.8.0.117,147.32.83.230,TCP,52,out,0.002573 ,,,
45573,2257.971861,10.8.0.117,147.32.83.230,TCP,52,out,1.187780 ,,,
45574,2260.343939,10.8.0.117,147.32.83.230,TCP,52,out,2.372078 ,,,
45575,2262.998411,147.32.83.230,10.8.0.117,WebSocket,85,in,2.654472 ,,,
45576,2263.000065,10.8.0.117,147.32.83.230,TCP,52,out,0.001654 ,,,
45577,2265.08752,10.8.0.117,147.32.83.230,TCP,52,out,2.087455 ,,,
45578,2265.109534,10.8.0.117,147.32.83.230,WebSocket,91,out,0.022014 ,,,
45579,2265.363118,147.32.83.230,10.8.0.117,TCP,52,in,0.253584 ,,,
45580,2274.576001,10.8.0.117,147.32.83.230,TCP,52,out,9.212883 ,,,
45581,2281.822523,10.8.0.117,147.32.83.230,WebSocket,59,out,7.246522 ,,,
45582,2282.02402,147.32.83.230,10.8.0.117,TCP,52,in,0.201497 ,,,
45583,2293.551941,10.8.0.117,147.32.83.230,TCP,52,out,11.527921 ,,,
45590,2308.500663,147.32.83.230,10.8.0.117,WebSocket,55,in,14.948722 ,,,
45591,2308.50233,10.8.0.117,147.32.83.230,TCP,52,out,0.001667 ,,,
45592,2331.50531,10.8.0.117,147.32.83.230,TCP,52,out,23.002980 ,,,
45593,2333.541578,10.8.0.117,147.32.83.230,WebSocket,59,out,2.036268 ,,,
45594,2333.742936,147.32.83.230,10.8.0.117,TCP,52,in,0.201358 ,,,
45598,2340.024896,147.32.83.230,10.8.0.117,WebSocket,55,in,6.281960 ,,,
45599,2340.026613,10.8.0.117,147.32.83.230,TCP,52,out,0.001717 ,,,
45600,2365.059568,10.8.0.117,147.32.83.230,WebSocket,59,out,25.032955 ,,,
45601,2365.275436,147.32.83.230,10.8.0.117,TCP,52,in,0.215868 ,,,
45602,2377.200963,147.32.83.230,10.8.0.117,WebSocket,55,in,11.925527 ,,,
45603,2377.202595,10.8.0.117,147.32.83.230,TCP,52,out,0.001632 ,,,
45659,2402.2268,10.8.0.117,147.32.83.230,WebSocket,59,out,25.024205 ,,,
45660,2402.227688,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000888 ,,,
45661,2402.229393,10.8.0.117,147.32.83.230,TCP,52,out,0.001705 ,,,
45697,2427.26112,10.8.0.117,147.32.83.230,WebSocket,59,out,25.031727 ,,,
45698,2427.265698,147.32.83.230,10.8.0.117,WebSocket,55,in,0.004578 ,,,
45699,2427.267148,10.8.0.117,147.32.83.230,TCP,52,out,0.001450 ,,,
45732,2452.306369,10.8.0.117,147.32.83.230,WebSocket,59,out,25.039221 ,,,
45733,2452.30719,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000821 ,,,
45734,2452.308437,10.8.0.117,147.32.83.230,TCP,52,out,0.001247 ,,,
45735,2477.349662,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041225 ,,,
45736,2477.354348,147.32.83.230,10.8.0.117,WebSocket,55,in,0.004686 ,,,
45737,2477.355649,10.8.0.117,147.32.83.230,TCP,52,out,0.001301 ,,,
45738,2502.370516,10.8.0.117,147.32.83.230,WebSocket,59,out,25.014867 ,,,
45739,2502.371409,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000893 ,,,
45740,2502.372991,10.8.0.117,147.32.83.230,TCP,52,out,0.001582 ,,,
45741,2527.411104,10.8.0.117,147.32.83.230,WebSocket,59,out,25.038113 ,,,
45742,2527.619252,147.32.83.230,10.8.0.117,TCP,52,in,0.208148 ,,,
45743,2537.820735,147.32.83.230,10.8.0.117,WebSocket,55,in,10.201483 ,,,
45744,2537.822221,10.8.0.117,147.32.83.230,TCP,52,out,0.001486 ,,,
45745,2562.859849,10.8.0.117,147.32.83.230,WebSocket,59,out,25.037628 ,,,
45746,2562.861441,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001592 ,,,
45747,2562.862727,10.8.0.117,147.32.83.230,TCP,52,out,0.001286 ,,,
45748,2571.21563,147.32.83.230,10.8.0.117,WebSocket,166,in,8.352903 ,,,
45749,2571.217848,10.8.0.117,147.32.83.230,TCP,52,out,0.002218 ,,,
45750,2571.237983,10.8.0.117,147.32.83.230,WebSocket,76,out,0.020135 ,,,
45751,2571.442455,147.32.83.230,10.8.0.117,TCP,52,in,0.204472 ,,,
45752,2587.904176,10.8.0.117,147.32.83.230,WebSocket,59,out,16.461721 ,,,
45753,2588.103774,147.32.83.230,10.8.0.117,TCP,52,in,0.199598 ,,,
45754,2596.988161,147.32.83.230,10.8.0.117,WebSocket,55,in,8.884387 ,,,
45755,2597.027517,10.8.0.117,147.32.83.230,TCP,52,out,0.039356 ,,,
45756,2622.005375,10.8.0.117,147.32.83.230,WebSocket,59,out,24.977858 ,,,
45757,2622.006416,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001041 ,,,
45758,2622.007707,10.8.0.117,147.32.83.230,TCP,52,out,0.001291 ,,,
45763,2632.047121,147.32.83.230,10.8.0.117,WebSocket,98,in,10.039414 ,,,
45764,2632.049016,10.8.0.117,147.32.83.230,TCP,52,out,0.001895 ,,,
45765,2632.059724,10.8.0.117,147.32.83.230,WebSocket,146,out,0.010708 ,,,
45766,2632.276029,147.32.83.230,10.8.0.117,TCP,52,in,0.216305 ,,,
45767,2647.012196,10.8.0.117,147.32.83.230,WebSocket,59,out,14.736167 ,,,
45768,2647.212211,147.32.83.230,10.8.0.117,TCP,52,in,0.200015 ,,,
45787,2677.161958,147.32.83.230,10.8.0.117,WebSocket,55,in,29.949747 ,,,
45788,2677.21872,10.8.0.117,147.32.83.230,TCP,52,out,0.056762 ,,,
45793,2702.204837,10.8.0.117,147.32.83.230,WebSocket,59,out,24.986117 ,,,
45794,2702.205728,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000891 ,,,
45795,2702.206925,10.8.0.117,147.32.83.230,TCP,52,out,0.001197 ,,,
45796,2727.251535,10.8.0.117,147.32.83.230,WebSocket,59,out,25.044610 ,,,
45797,2727.255869,147.32.83.230,10.8.0.117,WebSocket,55,in,0.004334 ,,,
45798,2727.25711,10.8.0.117,147.32.83.230,TCP,52,out,0.001241 ,,,
45799,2740.574018,147.32.83.230,10.8.0.117,WebSocket,85,in,13.316908 ,,,
45800,2740.575648,10.8.0.117,147.32.83.230,TCP,52,out,0.001630 ,,,
45801,2740.581262,10.8.0.117,147.32.83.230,WebSocket,144,out,0.005614 ,,,
45802,2740.790494,147.32.83.230,10.8.0.117,TCP,52,in,0.209232 ,,,
45803,2752.279058,10.8.0.117,147.32.83.230,WebSocket,59,out,11.488564 ,,,
45804,2752.279865,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000807 ,,,
45805,2752.321004,10.8.0.117,147.32.83.230,TCP,52,out,0.041139 ,,,
45806,2777.322535,10.8.0.117,147.32.83.230,WebSocket,59,out,25.001531 ,,,
45807,2777.327024,147.32.83.230,10.8.0.117,WebSocket,55,in,0.004489 ,,,
45808,2777.328232,10.8.0.117,147.32.83.230,TCP,52,out,0.001208 ,,,
45809,2778.704156,147.32.83.230,10.8.0.117,WebSocket,85,in,1.375924 ,,,
45810,2778.705714,10.8.0.117,147.32.83.230,TCP,52,out,0.001558 ,,,
45811,2778.708984,10.8.0.117,147.32.83.230,WebSocket,116,out,0.003270 ,,,
45812,2778.907718,147.32.83.230,10.8.0.117,TCP,52,in,0.198734 ,,,
45813,2802.346333,10.8.0.117,147.32.83.230,WebSocket,59,out,23.438615 ,,,
45814,2802.34714,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000807 ,,,
45815,2802.386098,10.8.0.117,147.32.83.230,TCP,52,out,0.038958 ,,,
45820,2819.935311,147.32.83.230,10.8.0.117,WebSocket,85,in,17.549213 ,,,
45821,2819.937316,10.8.0.117,147.32.83.230,TCP,52,out,0.002005 ,,,
45822,2819.941637,10.8.0.117,147.32.83.230,WebSocket,88,out,0.004321 ,,,
45823,2820.149934,147.32.83.230,10.8.0.117,TCP,52,in,0.208297 ,,,
45824,2827.389789,10.8.0.117,147.32.83.230,WebSocket,59,out,7.239855 ,,,
45825,2827.390745,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000956 ,,,
45826,2827.430027,10.8.0.117,147.32.83.230,TCP,52,out,0.039282 ,,,
45827,2852.44991,10.8.0.117,147.32.83.230,WebSocket,59,out,25.019883 ,,,
45828,2852.657818,147.32.83.230,10.8.0.117,TCP,52,in,0.207908 ,,,
45829,2858.301643,147.32.83.230,10.8.0.117,WebSocket,55,in,5.643825 ,,,
45830,2858.30316,10.8.0.117,147.32.83.230,TCP,52,out,0.001517 ,,,
45831,2883.347146,10.8.0.117,147.32.83.230,WebSocket,59,out,25.043986 ,,,
45832,2883.348162,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001016 ,,,
45833,2883.34973,10.8.0.117,147.32.83.230,TCP,52,out,0.001568 ,,,
45834,2908.375965,10.8.0.117,147.32.83.230,WebSocket,59,out,25.026235 ,,,
45835,2908.57184,147.32.83.230,10.8.0.117,TCP,52,in,0.195875 ,,,
45839,2916.709197,147.32.83.230,10.8.0.117,WebSocket,55,in,8.137357 ,,,
45840,2916.710505,10.8.0.117,147.32.83.230,TCP,52,out,0.001308 ,,,
45841,2941.739107,10.8.0.117,147.32.83.230,WebSocket,59,out,25.028602 ,,,
45842,2941.945218,147.32.83.230,10.8.0.117,TCP,52,in,0.206111 ,,,
45843,2944.855165,147.32.83.230,10.8.0.117,WebSocket,55,in,2.909947 ,,,
45844,2944.856352,10.8.0.117,147.32.83.230,TCP,52,out,0.001187 ,,,
45845,2969.881955,10.8.0.117,147.32.83.230,WebSocket,59,out,25.025603 ,,,
45846,2969.888094,147.32.83.230,10.8.0.117,WebSocket,55,in,0.006139 ,,,
45847,2969.89,10.8.0.117,147.32.83.230,TCP,52,out,0.001906 ,,,
45848,2994.931734,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041734 ,,,
45849,2995.139349,147.32.83.230,10.8.0.117,TCP,52,in,0.207615 ,,,
45850,2999.689164,147.32.83.230,10.8.0.117,WebSocket,55,in,4.549815 ,,,
45851,2999.690526,10.8.0.117,147.32.83.230,TCP,52,out,0.001362 ,,,
45852,3024.721304,10.8.0.117,147.32.83.230,WebSocket,59,out,25.030778 ,,,
45853,3024.919796,147.32.83.230,10.8.0.117,TCP,52,in,0.198492 ,,,
45854,3037.067155,147.32.83.230,10.8.0.117,WebSocket,55,in,12.147359 ,,,
45855,3037.068545,10.8.0.117,147.32.83.230,TCP,52,out,0.001390 ,,,
45856,3062.109571,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041026 ,,,
45857,3062.110483,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000912 ,,,
45858,3062.11173,10.8.0.117,147.32.83.230,TCP,52,out,0.001247 ,,,
45859,3087.154202,10.8.0.117,147.32.83.230,WebSocket,59,out,25.042472 ,,,
45860,3087.3563,147.32.83.230,10.8.0.117,TCP,52,in,0.202098 ,,,
45861,3097.309531,147.32.83.230,10.8.0.117,WebSocket,55,in,9.953231 ,,,
45862,3097.310932,10.8.0.117,147.32.83.230,TCP,52,out,0.001401 ,,,
45863,3122.344006,10.8.0.117,147.32.83.230,WebSocket,59,out,25.033074 ,,,
45864,3122.615696,147.32.83.230,10.8.0.117,TCP,52,in,0.271690 ,,,
45865,3124.860035,147.32.83.230,10.8.0.117,WebSocket,55,in,2.244339 ,,,
45866,3124.861512,10.8.0.117,147.32.83.230,TCP,52,out,0.001477 ,,,
45867,3149.873607,10.8.0.117,147.32.83.230,WebSocket,59,out,25.012095 ,,,
45868,3149.888801,147.32.83.230,10.8.0.117,WebSocket,55,in,0.015194 ,,,
45869,3149.891138,10.8.0.117,147.32.83.230,TCP,52,out,0.002337 ,,,
45870,3174.933008,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041870 ,,,
45871,3174.933876,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000868 ,,,
45872,3174.935115,10.8.0.117,147.32.83.230,TCP,52,out,0.001239 ,,,
45935,3192.180723,147.32.83.230,10.8.0.117,WebSocket,85,in,17.245608 ,,,
45936,3192.182423,10.8.0.117,147.32.83.230,TCP,52,out,0.001700 ,,,
45937,3192.188168,10.8.0.117,147.32.83.230,WebSocket,88,out,0.005745 ,,,
45938,3192.401035,147.32.83.230,10.8.0.117,TCP,52,in,0.212867 ,,,
45943,3199.948106,10.8.0.117,147.32.83.230,WebSocket,59,out,7.547071 ,,,
45944,3199.948981,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000875 ,,,
45945,3199.990786,10.8.0.117,147.32.83.230,TCP,52,out,0.041805 ,,,
45949,3224.95361,10.8.0.117,147.32.83.230,WebSocket,59,out,24.962824 ,,,
45950,3224.95443,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000820 ,,,
45951,3224.955652,10.8.0.117,147.32.83.230,TCP,52,out,0.001222 ,,,
45984,3249.995452,10.8.0.117,147.32.83.230,WebSocket,59,out,25.039800 ,,,
45985,3249.996827,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001375 ,,,
45986,3249.998398,10.8.0.117,147.32.83.230,TCP,52,out,0.001571 ,,,
45991,3275.042801,10.8.0.117,147.32.83.230,WebSocket,59,out,25.044403 ,,,
45992,3275.043779,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000978 ,,,
45993,3275.045031,10.8.0.117,147.32.83.230,TCP,52,out,0.001252 ,,,
46000,3300.086381,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041350 ,,,
46001,3300.087387,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001006 ,,,
46002,3300.08874,10.8.0.117,147.32.83.230,TCP,52,out,0.001353 ,,,
46006,3325.130552,10.8.0.117,147.32.83.230,WebSocket,59,out,25.041812 ,,,
46007,3325.340265,147.32.83.230,10.8.0.117,TCP,52,in,0.209713 ,,,
46014,3359.546597,147.32.83.230,10.8.0.117,WebSocket,55,in,34.206332 ,,,
46015,3359.548236,10.8.0.117,147.32.83.230,TCP,52,out,0.001639 ,,,
46019,3384.592408,10.8.0.117,147.32.83.230,WebSocket,59,out,25.044172 ,,,
46020,3384.597362,147.32.83.230,10.8.0.117,WebSocket,55,in,0.004954 ,,,
46021,3384.599148,10.8.0.117,147.32.83.230,TCP,52,out,0.001786 ,,,
46025,3409.642648,10.8.0.117,147.32.83.230,WebSocket,59,out,25.043500 ,,,
46026,3409.855989,147.32.83.230,10.8.0.117,TCP,52,in,0.213341 ,,,
46030,3420.253993,147.32.83.230,10.8.0.117,WebSocket,55,in,10.398004 ,,,
46031,3420.255288,10.8.0.117,147.32.83.230,TCP,52,out,0.001295 ,,,
46032,3420.989507,147.32.83.230,10.8.0.117,WebSocket,85,in,0.734219 ,,,
46033,3420.990842,10.8.0.117,147.32.83.230,TCP,52,out,0.001335 ,,,
46034,3420.994568,10.8.0.117,147.32.83.230,WebSocket,162,out,0.003726 ,,,
46035,3421.248455,147.32.83.230,10.8.0.117,TCP,52,in,0.253887 ,,,
46039,3445.290972,10.8.0.117,147.32.83.230,WebSocket,59,out,24.042517 ,,,
46040,3445.49559,147.32.83.230,10.8.0.117,TCP,52,in,0.204618 ,,,
46044,3457.306653,147.32.83.230,10.8.0.117,WebSocket,55,in,11.811063 ,,,
46045,3457.345388,10.8.0.117,147.32.83.230,TCP,52,out,0.038735 ,,,
46049,3482.317561,10.8.0.117,147.32.83.230,WebSocket,59,out,24.972173 ,,,
46050,3482.526035,147.32.83.230,10.8.0.117,TCP,52,in,0.208474 ,,,
46051,3484.915683,147.32.83.230,10.8.0.117,WebSocket,55,in,2.389648 ,,,
46052,3484.917163,10.8.0.117,147.32.83.230,TCP,52,out,0.001480 ,,,
46060,3509.761981,147.32.83.230,10.8.0.117,WebSocket,85,in,24.844818 ,,,
46061,3509.763752,10.8.0.117,147.32.83.230,TCP,52,out,0.001771 ,,,
46062,3509.767356,10.8.0.117,147.32.83.230,WebSocket,116,out,0.003604 ,,,
46063,3510.026858,147.32.83.230,10.8.0.117,TCP,52,in,0.259502 ,,,
46064,3510.028277,10.8.0.117,147.32.83.230,WebSocket,59,out,0.001419 ,,,
46065,3510.229696,147.32.83.230,10.8.0.117,TCP,52,in,0.201419 ,,,
46066,3514.97392,147.32.83.230,10.8.0.117,WebSocket,55,in,4.744224 ,,,
46067,3515.013929,10.8.0.117,147.32.83.230,TCP,52,out,0.040009 ,,,
46080,3540.014583,10.8.0.117,147.32.83.230,WebSocket,59,out,25.000654 ,,,
46081,3540.015341,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000758 ,,,
46082,3540.016556,10.8.0.117,147.32.83.230,TCP,52,out,0.001215 ,,,
46083,3562.550167,147.32.83.230,10.8.0.117,WebSocket,85,in,22.533611 ,,,
46084,3562.552089,10.8.0.117,147.32.83.230,TCP,52,out,0.001922 ,,,
46085,3562.554941,10.8.0.117,147.32.83.230,WebSocket,115,out,0.002852 ,,,
46086,3562.761244,147.32.83.230,10.8.0.117,TCP,52,in,0.206303 ,,,
46087,3565.058611,10.8.0.117,147.32.83.230,WebSocket,59,out,2.297367 ,,,
46088,3565.292879,147.32.83.230,10.8.0.117,TCP,52,in,0.234268 ,,,
46089,3576.337255,147.32.83.230,10.8.0.117,WebSocket,55,in,11.044376 ,,,
46090,3576.377954,10.8.0.117,147.32.83.230,TCP,52,out,0.040699 ,,,
46091,3601.359137,10.8.0.117,147.32.83.230,WebSocket,59,out,24.981183 ,,,
46092,3601.359901,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000764 ,,,
46093,3601.361129,10.8.0.117,147.32.83.230,TCP,52,out,0.001228 ,,,
46094,3626.405932,10.8.0.117,147.32.83.230,WebSocket,59,out,25.044803 ,,,
46095,3626.428175,147.32.83.230,10.8.0.117,WebSocket,55,in,0.022243 ,,,
46096,3626.430401,10.8.0.117,147.32.83.230,TCP,52,out,0.002226 ,,,
46097,3651.457296,10.8.0.117,147.32.83.230,WebSocket,59,out,25.026895 ,,,
46098,3651.458128,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000832 ,,,
46099,3651.459403,10.8.0.117,147.32.83.230,TCP,52,out,0.001275 ,,,
46100,3676.462543,10.8.0.117,147.32.83.230,WebSocket,59,out,25.003140 ,,,
46101,3676.466937,147.32.83.230,10.8.0.117,WebSocket,55,in,0.004394 ,,,
46102,3676.468372,10.8.0.117,147.32.83.230,TCP,52,out,0.001435 ,,,
46103,3701.505162,10.8.0.117,147.32.83.230,WebSocket,59,out,25.036790 ,,,
46104,3701.506214,147.32.83.230,10.8.0.117,WebSocket,55,in,0.001052 ,,,
46105,3701.509446,10.8.0.117,147.32.83.230,TCP,52,out,0.003232 ,,,
46106,3742.807772,147.32.83.230,10.8.0.117,WebSocket,109,in,41.298326 ,,,
46107,3743.10866,147.32.83.230,10.8.0.117,TCP,109,in,0.300888 ,,,
46108,3743.710615,147.32.83.230,10.8.0.117,TCP,109,in,0.601955 ,,,
46109,3744.913861,147.32.83.230,10.8.0.117,TCP,109,in,1.203246 ,,,
46110,3746.113182,147.32.83.230,10.8.0.117,TCP,109,in,1.199321 ,,,
46111,3747.316251,147.32.83.230,10.8.0.117,TCP,109,in,1.203069 ,,,
46112,3747.943608,147.32.83.230,10.8.0.117,WebSocket,103,in,0.627357 ,,,
46113,3749.726912,147.32.83.230,10.8.0.117,TCP,160,in,1.783304 ,,,
46114,3754.527072,147.32.83.230,10.8.0.117,TCP,160,in,4.800160 ,,,
46115,3757.125435,147.32.83.230,10.8.0.117,WebSocket,109,in,2.598363 ,,,
46116,3757.516647,147.32.83.230,10.8.0.117,WebSocket,85,in,0.391212 ,,,
46117,3764.124568,147.32.83.230,10.8.0.117,TCP,40,in,6.607921 ,,,
